star,star_url,nationality
Vladimir Khrulyov,https://www.imdb.com/name/nm1276196/,NA
Scott Weinger,https://www.imdb.com/name/nm0918334/,USA
Robin Williams,https://www.imdb.com/name/nm0000245/,USA
Linda Larkin,https://www.imdb.com/name/nm0488306/,USA
Jonathan Freeman,https://www.imdb.com/name/nm0293455/,USA
Ben Kingsley,https://www.imdb.com/name/nm0001426/,UK
John Gielgud,https://www.imdb.com/name/nm0000024/,UK
Rohini Hattangadi,https://www.imdb.com/name/nm0368990/,India
Roshan Seth,https://www.imdb.com/name/nm0786022/,India
Kevin Costner,https://www.imdb.com/name/nm0000126/,USA
Mary McDonnell,https://www.imdb.com/name/nm0001521/,USA
Graham Greene,https://www.imdb.com/name/nm0001295/,Canada
Rodney A. Grant,https://www.imdb.com/name/nm0002110/,USA
